1002	909
1010	400
1014	560
1014	423
1014	15
1014	374
1015	749
1015	148
1016	405
1016	21
1018	428
1036	946
1036	567
1120	807
1120	447
1136	222
1150	209
1150	203
1150	202
1150	204
1154	222
1156	214
1156	199
1156	198
1156	210
1156	211
1156	195
1156	194
1156	197
1156	196
1156	193
1156	192
1156	212
1156	213
1156	201
1156	200
1156	203
1156	205
1156	204
1156	207
1156	206
1156	209
1156	208
1156	222
1157	216
1157	217
1157	214
1157	215
1157	201
1157	204
1157	209
1157	194
1157	203
1157	193
1157	192
1157	202
1157	218
1157	219
1157	222
1157	221
1157	220
1152	201
1153	204
1153	198
1153	222
1153	192
1144	222
1144	192
1145	222
1145	192
1141	222
1141	192
1123	245
1123	191
1123	190
1124	224
1124	827
1124	948
1124	949
1124	947
1124	248
1124	245
1124	825
1124	685
1124	269
1124	268
1124	223
1124	222
1262	268
1262	791
1262	790
1262	828
1262	825
1262	921
1262	827
1262	826
1262	256
1486	260
1486	261
1486	263
1486	262
1486	258
1486	259
1486	266
1486	265
1486	264
1486	256
1486	257
1487	826
1487	267
1487	266
1488	826
1488	791
1488	790
1488	788
1488	789
1488	829
1488	828
1488	827
1488	268
1488	256
1489	147
1489	826
1489	249
1489	827
1489	230
1489	788
1489	148
1489	248
1489	939
1489	829
1489	940
1489	511
1489	250
1489	268
1489	256
1489	231
1264	946
1264	947
1264	828
1264	127
1264	128
1264	129
1264	230
1264	248
1265	146
1265	147
1265	144
1265	145
1265	792
1265	791
1265	946
1265	510
1265	939
1265	131
1265	130
1265	829
1265	129
1265	511
1265	83
1265	230
1265	248
1110	268
1110	512
1110	758
1110	190
1110	188
1110	189
1110	232
1110	233
1490	252
1490	268
1490	826
1490	267
1491	513
1491	512
1491	232
1491	233
1492	151
1492	150
1492	830
1492	831
1492	512
1492	942
1492	249
1492	788
1492	511
1492	148
1492	149
1492	829
1492	268
1492	940
1492	941
1492	252
1492	253
1492	250
1492	251
1492	256
1492	827
1493	787
1493	512
1493	37
1493	788
1493	509
1493	234
1493	510
1493	233
1493	256
1493	231
1493	232
1493	255
1163	787
1163	943
1163	187
1163	232
1163	509
1163	188
1163	505
1163	513
1163	254
1163	255
1164	151
1164	153
1164	152
1164	154
1164	454
1164	330
1164	132
1164	131
1164	235
1164	234
1164	253
1164	236
1164	251
1164	231
1164	254
1164	832
1164	831
1164	837
1164	838
1164	939
1164	938
1164	144
1164	331
1164	14
1164	946
1164	909
1164	942
1164	943
1164	511
1164	510
1482	155
1482	838
1482	839
1482	943
1482	323
1482	186
1482	187
1482	185
1482	235
1482	254
1482	255
1483	914
1483	505
1484	832
1484	144
1484	155
1484	154
1484	156
1484	946
1484	838
1484	839
1484	454
1484	455
1484	15
1484	133
1484	132
1484	938
1484	185
1484	235
1484	236
1484	254
1485	144
1485	155
1485	143
1485	156
1485	946
1485	914
1485	839
1485	786
1485	133
1485	915
1485	938
1485	508
1485	507
1485	68
1485	69
1485	505
1485	913
1458	151
1458	944
1458	447
1458	943
1458	40
1458	91
1458	509
1458	506
1458	507
1458	513
1458	505
1458	514
1459	114
1459	786
1459	787
1459	944
1459	945
1460	156
1460	194
1460	133
1460	67
1460	68
1460	69
1460	839
1460	938
1460	508
1460	509
1460	915
1460	914
1460	505
1460	913
1460	143
1460	185
1460	507
1460	786
1460	787
1460	946
1460	945
1460	514
1461	769
1461	770
1461	853
1461	945
1461	322
1461	114
1461	787
1461	508
1461	70
1461	69
1058	907
1064	854
1064	830
1064	71
1064	70
1064	114
1064	73
1064	72
1064	113
1064	112
1076	74
1076	112
1092	74
1092	111
1092	112
1098	77
1098	78
1099	88
1099	89
1099	82
1099	83
1099	80
1099	81
1099	86
1099	87
1099	84
1099	85
1099	92
1099	97
1099	96
1099	99
1099	98
1099	91
1099	90
1099	100
1099	101
1099	95
1099	94
1099	79
1099	78
1099	93
1100	77
1100	76
1100	75
1100	74
1100	111
1101	108
1101	109
1101	111
1101	110
1101	102
1101	103
1101	101
1101	106
1101	107
1101	104
1101	105
1096	111
1072	74
1072	73
1072	112
1069	844
1114	448
1114	447
1114	446
1114	518
1114	63
1114	530
1158	590
1158	595
1158	194
1158	270
1158	271
1158	272
1158	273
1158	177
1158	225
1158	793
1158	247
1158	125
1158	126
1158	127
1158	227
1158	269
1158	224
1158	483
1158	248
1158	825
1158	824
1158	922
1166	531
1166	228
1166	270
1166	273
1166	125
1166	229
1166	127
1166	227
1166	226
1166	225
1166	230
1167	796
1167	795
1167	793
1167	792
1167	57
1167	56
1167	168
1167	276
1167	277
1167	167
1167	806
1410	59
1410	58
1410	57
1410	228
1410	270
1410	271
1410	273
1410	274
1410	125
1410	127
1411	584
1411	59
1411	58
1411	57
1411	125
1411	229
1411	127
1411	284
1412	907
1412	59
1412	229
1412	824
1412	905
1412	1
1412	247
1412	274
1412	125
1412	7
1412	228
1412	8
1412	483
1412	482
1412	804
1413	275
1413	1
1413	7
1413	6
1413	9
1413	8
1413	465
1413	208
1413	441
1413	440
1413	245
1413	247
1413	246
1413	125
1413	229
1413	442
1413	482
1413	59
1413	907
1413	905
1413	464
1413	805
1413	824
1413	823
